,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
235,Bowman Farms Farm stand,11259 Gowanda State Rd.,North Collins,14111.0,Susan Bowman,NY,7163372695,http://www.bowmanfarmsinc.com,Daily  9am-5pm,June-October,M,Y,Y,N,Y,42.57506,-78.93838000000001
236,LeRoy Farmers' Market,Trigon Park,Le Roy,14482.0,Mary Margaret Ripley,NY,5852972441,http://www.leroyfarmersmarket.wordpress.com,Saturday  9am-12:30pm,June 13-October 3,M,Y,N,N,Y,42.97756,-77.98592
237,Curbside Market-Seneca Towers,200 Seth Green St,Rochester,14621.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Mon 1:15pm-2:30pm,July 6-December 14,M/X,Y,Y,N,Y,43.1904,-77.61943000000001
238,Trumansburg Farmers' Market,69-71 W Main St.,Trumansburg,14886.0,Victoria Badalmenti,NY,6073876501,http://www.tburgfarmersmarket.com,Wednesday  4pm-7pm,May 6-October 28,P/M,Y,N,N,Y,42.543490000000006,-76.6675
239,Curbside Market-400 Towers,400 East Main St.,Batavia,14020.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Mon 12:30pm-1:30pm,July 6-December 14,M/X,Y,Y,N,Y,42.996590000000005,-78.17634
240,Veggie Mobile Sprout-Mayor John Warden Apts,85 Aiken Ave,Rensselaer,12144.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 2:15pm-3pm,Year-round,YR,Y,Y,Y,Y,42.63326,-73.73991
241,North Tonawanda City Tue Farmers' Market,310 Robinson Road,North Tonawanda,14120.0,Matt Parrish,NY,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Tuesday  7am-1pm,Year-round,YR,Y,N,N,Y,43.033770000000004,-78.87021
242,Rochester Public Market -Thursday,280 North Union St.,Rochester,14609.0,Cindy De Coste,NY,5854286907,http://www.cityofrochester.gov/publicmarket,Thursday  6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016
243,Clarence Hollow Farmers' Market,10717 Main St,Clarence,14031.0,Cheryl Anthony,NY,7167591075,http://www.clarencefarmersmarket.com,Saturday  8am-1pm,June 6-October 31,M,Y,N,N,Y,42.9808,-78.58904
244,JCEO MM-Trails at Malone,166 Falling Leave Dr.,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Wednesday 10am-12pm,June 10-October 14,M,Y,Y,N,Y,44.83505,-74.2986
245,Potsdam Farmers' Market,Main St and Union St,Potsdam,13676.0,Jennifer McAvoy,NY,3155282454,http://www.facebook.com/thepotsdamfarmersmarket,Saturday  9am-2pm,May 9-October31,P/M,Y,Y,N,Y,44.66865,-74.98493
246,Goshen Farmers' Market,Main St and Church St,Goshen,10924.0,Chris Wilson,NY,8452947741,http://www.goshennychamber.com,Friday  10am-5pm,May 22-October 30,P/M,Y,N,N,Y,41.402190000000004,-74.32408000000001
247,Red Hook Farm Stand I,560 Columbia St,Brooklyn,11231.0,Saara Nafici,NY,3475136774,http://www.added-value.org/farmers-market,Saturday  10am-3pm,June 20-November 21,M,Y,Y,N,Y,40.67237,-74.00884
248,Common Roots Urban Farm Stand,309 Peckham St,Buffalo,14206.0,Terra Dumas,NY,7162929109,http://www.commonrootsurbanfarm.com,Saturday 11am-3pm,June 6-October 3,M,Y,Y,N,Y,42.88783,-78.84284
249,Flatbush Junction  GrowNYC Farm Stand,Flatbush Ave and Nostrand Ave,Brooklyn,11210.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  9am-2pm,July 18-November 21,M,Y,Y,N,Y,40.63286,-73.9477
250,Kensington  GrowNYC Farm Stand,Fort Hamilton Pkwy and East 5th St,Brooklyn,11218.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  8:30am-3pm,July 18-November 21,M,Y,Y,N,Y,40.64917,-73.97659
251,Callicoon Farmers' Market,A Dorrer Drive,Callicoon,12723.0,Eugene Thalmann,NY,6313327948,http://www.callicoonfarmersmarket.org,Sunday  11am-2pm,March 22-November 29,P/M,Y,N,N,Y,41.76559,-75.05797
252,South Wedge Farmers' Market,151 Mt. Hope Ave,Rochester,14620.0,Joan Brandenburg,NY,5852561740,http://www.swfm.org,Thursday  4pm-7pm,June 18-September 18,M,N,Y,N,Y,43.1464,-77.60882
253,Downtown Syracuse Farmers' Market,Clinton St and Water St,Syracuse,13202.0,Charles McFadden,NY,3154228284,http://www.downtownsyracuse.com,Tuesday  7am-3pm,June 6-October 13,M,Y,Y,N,Y,43.050540000000005,-76.15354
254,Seaford Farmers' Market,Sunrise Highway and Washington St.,Seaford,11783.0,Ethel Terry,NY,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12pm,June 6-November 21,M,Y,N,N,Y,40.67572,-73.48657
255,White Plains (International) Wed Farmers' Market,125 Court St,White Plains,10601.0,Metin Erinc,NY,4845603606,http://www.whiteplainsfarmersmarket.com,Wednesday  9am-2pm,May27-November 25,P/M,Y,N,N,Y,41.02944,-73.76659000000001
256,Prays Family Farm Stand-Plattsburgh,605 State Route 3,Plattsburgh,12944.0,Darcy Pray,NY,5188347437,,Daily 9am-4pm,Year-round,YR,Y,N,N,Y,44.6948,-73.5069
257,Veggie Van MM-JD Senior Center,1201 Hyde Park,Niagara Falls,14301.0,Jen Regan,NY,7162990905,http://www.facebook.com/CHPNiagara/?ref=hl,Thu 11:30am-12:30 pm,June 1-October 31,M,Y,Y,N,Y,43.099920000000004,-79.02631
258,Saratoga WINTER Farmers' Market,3065 NY-50,Saratoga Springs,12866.0,Justine Denison,NY,5186642510,http://www.saratogafarmersmarket.org/saratoga-farmers-market/,Saturday  9:30am-1:30pm,"November 2-May 16,2020",M/X/W/P,N,N,N,Y,43.064640000000004,-73.79044
259,Veggie Mobile-Thurlow Terrace,2 Thurlow Terrace,Albany,12203.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 12pm-1pm,Year-round,YR,Y,Y,Y,Y,42.65998,-73.77275999999999
260,Remsen Farmers' Market,10613 Depot Street,Remsen,13438.0,Erin Corrigan,NY,3157902435,,Saturday 9am-1pm,June 20-October 17,M,N,N,N,Y,43.32853,-75.18683
261,Tribeca Greenmarket Saturday,Greenwich St and Chambers St,New York,10023.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.7163,-74.01097
262,Woodhull Hospital GrowNYC Farm Stand,Marcus Garvey Boulevard and Broadway,Brooklyn,11206.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Wednesday  9am-2pm,July 15-November 26,M,Y,Y,N,Y,40.70029,-73.94111
263,Skaeneateles Farmer's Market-Saturday,1 East Austin Street,Pavilion,13152.0,Sue Murphy,NY,3157279320,https://www.townofskaneateles.com/,Saturday 10am-1pm,May 23-October 17,P/M,Y,N,N,Y,42.95091,-76.43045
264,4th Ave. Sunset Park Greenmarket,4th Ave and 60th St,Brooklyn,11220.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,July 11-November 21,M,Y,Y,N,Y,40.640809999999995,-74.01836
265,Emmi's Farm Market-Baldwinsville,1482 West Genesee Rd.,Baldwinsville,13027.0,Anthony Emmi,NY,3156357529,http://www.emmifarms.com,"Mon-Sat  10am-6pm, Sunday  10am-3pm",June 10-October 15,M,Y,N,N,Y,43.16899,-76.40302
266,Central NY Saturday Regional Market Authority,2100 Park Street,Syracuse,13208.0,Amanda Vitale,NY,3154228647,http://www.cnyrma.com,Saturday  7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835
267,Veggie Mobile-Creighton Storey Homes,158 3rd Street,Albany,12202.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 5pm-5:45pm,Year-round,YR,Y,Y,Y,Y,42.66205,-73.7578
268,Montgomery Farmers' Market,110 Bracken Rd,Town of Montgomery,12549.0,Randi Greene,NY,8452872833,http://facebook.com/tomfarmmarket,Tuesday 9am-2pm,July 7-October 27,M,Y,N,N,Y,41.52115,-74.20015
269,Victor Farmers' Market,60 East Main St,Victor,14564.0,Roseanne Turner-Adams,NY,5859243311,http://www.victorny.org,Wednesday  3pm-6pm,June 3-October 28,M,Y,N,N,Y,42.98236,-77.4088
270,Rye Farmers' Market,9 Theodore Fremd Ave,Rye,10580.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Sunday  8:30am-2pm,May 24-December 6,P/M/X,Y,Y,Y,Y,40.98485,-73.68464
271,Wagner Farms Farm Stand,5841 Old Oneida Rd,Rome,13440.0,Ronald Wagner,NY,3153395182,http://wagnerfarmsny.com/,Daily  10am-6pm,Year-round,YR,Y,N,N,Y,43.1805,-75.50086
272,Perez Farm Stand-Monsey,40 Robert Pitt Dr,Monsey,10952.0,Javier or Estella Perez,NY,8453810399,,Sunday 10am-3pm,June 21-October 25,M,Y,N,N,Y,41.111290000000004,-74.06488
273,Curbside Market-Upper Square Falls,396 Hudson Ave,Rochester,14605.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat 1:45pm-2:45pm,July 11-December 19,M/X,Y,Y,N,Y,43.17109,-77.60063000000001
274,Akwesasne Farmers' Market,30 Margaret Terrance Memorial Way,Akwesasne,13655.0,Kim McElwain,NY,5183583141,,"Thursday 11am-2pm, Saturday 10am-1pm",June 25-October 3,M,Y,N,N,Y,44.9867,-74.6755
275,Corning Farmers' Market,Centennial Park East Tioga Ave,Corning,14830.0,Matthew Luma,NY,6079376292,http://www.gafferdistrict.com,Thursday  10am-3pm,June 4-October 29,M,Y,N,N,Y,42.1443,-77.05339000000001
276,Sunnyside Greenmarket,Skillman Ave and 42nd St,Sunnyside,11104.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/queens/sunnyside,Saturday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.74694,-73.92139
277,Beacon Farmers' Market,Veteran's Place,Beacon,12508.0,Sember Weinman,NY,8452314424,http://www.beaconfarmersmarket.org,Sunday  10am-3pm,May 3-November 16,P/M,Y,Y,Y,Y,41.50377,-73.96848
278,Mamakating Farmers Market,2948 Route 209 Wurtsboro,Wurtsboro,12790.0,Fred Harding,NY,8458202932,http://www.visitmamakating.org,Friday 4pm-7pm,June 5-September 4,M,Y,N,N,Y,41.56637,-74.49704
279,Rockaway Youth Task Force Farm Stand,310 Beach 58th Street,Far Rockaway,11691.0,Tamera Jacobs,NY,7186730263,http://www.rytf.org,Saturday  9am-3pm,July 6-November 21,M,Y,Y,N,Y,40.59453,-73.78803
280,Veggie Mobile Sprout-Burns Apts,720 Federal Street,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu  12:30pm-1:15pm,Year-round,YR,Y,Y,Y,Y,42.733148,-73.684555
281,Cottage Lawn Farmers' Market,435 Main St.,Oneida,13421.0,Colleen Donahue,NY,3153634136,http://www.mchsfarmersmarket.org/,Tuesday  3pm-7pm,May 26-September 1,P/M,Y,N,N,Y,43.08719,-75.64705
282,Bushgardens Farm Stand,10371 NYS Route 26,Carthage,13619.0,Chris Bush,NY,3157836745,,"Daily  6am-6pm, Except Wed 3pm-6pm",May 15-November 1,M,Y,N,N,Y,43.919540000000005,-75.58686
283,Copake Hillsdale Farmers' Market,9140 Route 22,Hillsdale,12529.0,Diane Creed,NY,5183251430,http://www.copakehillsdalefarmersmarket.com,Saturday  9am-1pm,May 23-October 31,P/M/X,Y,Y,N,Y,42.170770000000005,-73.51771
284,Kingston WINTER Farmers' Market,272 Wall Street,Kingston,12401.0,Laura Crimmins,NY,6462624672,http://www.kingstonfarmersmarket.org,Alt Saturdays  10am-2pm,December 7-April 25,X/W/P,N,Y,N,Y,41.93286,-74.01884
285,Fredonia WINTER Farmers' Market,321 East Main St. (Rte 20),Fredonia,14063.0,Rosemary Joy,NY,7164107313,http://www.facebook.com/FredoniaFarmersMarket,Saturday 10am-1pm,"Nov 7-May 8,2021",M/X/W/P,Y,Y,N,Y,42.44764,-79.315
286,City of Hudson Farmers' Market,Columbia St and North 6th St,Hudson,12534.0,Virginia Ambrose,NY,5188212453,http://www.hudsonfarmersmarketny.com,Saturday  9am-1pm,April 26-November 21,P/M,Y,Y,N,Y,42.24866,-73.78369
287,Gardner's Gardens Farm Stand,14350 Northwood Dr.,Albion,14411.0,Shauna Gardner,NY,5855902437,http://www.facebook.com/gardnersheirloom/,Monday 3pm-4:30pm,June 1-October 26,M,Y,N,N,Y,43.25845,-78.19669
288,Hamburg Farmers' Market,45 Church St.,Hamburg,14075.0,Jamie Decker,NY,7166497917,http://www.southtownsregionalchamber.org/explore-hamburg/farmers-market,Saturday  7:30am-1pm,May 2-October 31,P/M,Y,N,N,Y,42.716770000000004,-78.82994000000001
289,Veggie Mobile-South Mall Towers,101 South Pearl Street,Albany,12207.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri  11am-12:15pm,Year-round,YR,Y,Y,Y,Y,42.6465,-73.75482
290,Lincoln Hospital Fri Greenmarket,East 149th St and Morris Ave,Bronx,10451.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.8174,-73.92276
291,Eastchester GrowNYC Farm Stand,E 229th St at Schieffelin Ave,Bronx,10466.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org,Thursday 9:30am-3pm,July 7-November 20,M,Y,Y,N,Y,40.885040000000004,-73.84314
292,Rocky Point Farmers' & Artisan Market,115 Prince Road,Rocky Point,11778.0,Virginia Heslin,NY,6317445787,http://www.rockypointfarmersmarket.org;www.rockypointfarmersmarket.wordpress.com,Sunday  8am-1pm,May 31-November 22,P/M,Y,N,N,Y,40.94927,-72.92390999999999
293,Ithaca Farmers' Market (East Hill Wed),380 Pine Tree Road,Ithaca,14850.0,Kelly Sauve,NY,6072737109,http://www.ithacamarket.com,Wednesday  4pm-7pm,April 5-October 28,P/M,Y,N,N,Y,42.4385,-76.46559
294,Seneca Falls Farmers' Market,Water St and Bridge St,Seneca Falls,13148.0,Gregg Zellers,NY,3153384359,http://www.senecamarket.com,Tuesday  3pm-7pm,June 16-October 13,M,Y,Y,N,Y,42.91008,-76.80086
295,Warsaw Farm Stand,2444 N. Main St.,Warsaw,14569.0,Patricia Reiter,NY,5855911358,,Thursday  11am-3pm,July 9-October 1,M,Y,N,N,Y,42.74796,-78.13257
296,Mott Haven Farm Stand,545 East 142nd Street,Bronx,10454.0,Rachel Gill,NY,7185083156,http://www.bronxworks.org,Monday  9am-3pm,July 6-November 16,M,N,N,N,Y,40.80979,-73.91585
297,Springville Farmers' Market,341 West Main St,Springville,14141.0,Donna Goldhawk,NY,7165600198,http://www.facebook.com/GENTNERSCOMMISSIONMARKET/,"Wednesday  7am-3pm, winter hours change",Year-round,YR,Y,N,N,Y,42.50906,-78.67989
298,Whittier Fruit Farm Stand,219 Whittier Road,Rochester,14624.0,Judy Russell,NY,5857481898,http://www.whittierfruitfarm.com,Daily 12pm-4pm,July 15-November 6,M,Y,N,N,Y,43.14905,-77.77736999999999
299,Schenectady Greenmarket,Franklin St and Jay St,Schenectady,12305.0,Cheryl Whilby,NY,5189860318,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,May 3-October 25,P/M,Y,Y,Y,Y,42.81372,-73.94015
300,Thera Farms Farm Stand,1725 Brentwood Road,Brentwood,11717.0,Teddy Bolkas,NY,6314785229,https://www.facebook.com/TheraFarms/,Daily 9am-5pm,June 1-October 1,M,Y,N,N,Y,40.77235,-73.24614
301,Watkins Glen Farmers' Market,Fifth St and Porter St,Watkins Glen,14891.0,Jylle Benson-Gauss,NY,6075462351,http://www.facebook.com/Watkins-Glen-Farmers-Market-132465933495746/,Friday  3pm-7pm,May 26-October 30,P/M,Y,N,N,Y,42.380959999999995,-76.86954
302,Hudson Valley Regional Farmers' Market,15 Mt Ebo Drive,Brewster,10509.0,Melissa Kamin,NY,8458789078,http://www.hudsonvalleyfarmersmarket.org,Sunday  10am-2pm,Year-round,YR,N,N,N,Y,41.43416,-73.57263
303,Newburgh Mall Farmers' Market,1401 Route 300,Newburgh,12550.0,Debbie Gaito,NY,8455641400,http://www.newburghmall.com,Saturday  10am-2pm,July 18-October 17,M,Y,N,N,Y,41.51758,-74.0714
304,Veggie Mobile Sprout-St. Sophia/Holy Wisdom,440 Whitehall Road,Albany,12208.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 12:15pm-12:35pm,Year-round,YR,Y,Y,Y,Y,42.652440000000006,-73.81416
305,Norwood GrowNYC Farm Stand,Dekalb Ave. and East Gun Hill Rd.,Bronx,10467.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Thursday  8:30am-4pm,Year-round,YR,Y,Y,N,Y,40.88223,-73.88048
306,Rulfs Orchard Farm Stand,531 Bear Swamp Road,Peru,12972.0,Shannon Wilkins,NY,5186438636,http://www.rulfsorchard.com,Daily 6am-6pm,June-November,M,Y,Y,N,Y,44.5786,-73.49804
307,Obercreek Farm Stand,87 New Hamburg Road,Wappingers Falls,12590.0,Nina Doig,NY,8452980888,http://www.obercreekfarm.com,"Wed-Fri 10am-6pm, Sat-Sun 10am-5pm",Year-round,YR,Y,Y,N,Y,41.58378,-73.93705
308,Curbside Market-Rochester View Apartments,4365 W Henrietta Road,Henrietta,14467.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Mon 3:15pm-4:15pm,July 6-December 14,M/X,Y,Y,N,Y,43.06563,-77.64833
309,Ballston Spa Thursday Farmers' Market,"Wiswall Park, Front Street",Ballston Spa,12020.0,Ellen Mottola,NY,5188852772,http://www.ballston.org/category/farmers-market/,Thursday 3pm-6pm,June 20-September 26,M,N,N,N,Y,43.00241,-73.85154
310,Barber Family Farm Stand,3617 State Route 30,Fulton,12122.0,Sarah Hooper,NY,5188275454,http://www.barbersfarm.com,"Daily 9am-5:30pm, (January-May, Sat/Sun 9am-3pm)",Year-round,YR,Y,Y,N,Y,42.58123,-74.39189
311,Curbside Market-Danforth Towers,140 West Avenue,Rochester,14611.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Thu  11:45am-12:45pm,July 9-December 17,M/X,Y,Y,N,Y,43.15038,-77.64166
312,Guppy's Berry Farm Farm Stand,512 County Route 26,West Monroe,13617.0,Elaine Guppy,NY,3156257920,http://www.guppysberryfarmllc.com,"Wed-Fri  Sun  9am-2pm, Saturday  9am-4pm",July 13-September 30,M,Y,N,N,Y,43.35052,-76.03094
313,Bensonhurst Greenmarket,8100 18th Ave,Brooklyn,11214.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,May 31-November 29,M,Y,Y,N,Y,40.60958,-73.99944
314,Curbside Market-Lake Tower,321 Lake Ave.,Rochester,14608.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue 11:45pm-1pm,July 7-December 15,M/X,Y,Y,N,Y,43.17054,-77.62751
315,Harvest Home Lenox Ave. Farmers' Market,150 Lenox Avenue,New York,10027.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Saturday  8am-4pm,June 27-November 21,M,Y,Y,N,Y,40.80295,-73.9489
316,BronxWorks Farm Stand,1130 Grand Concourse,Bronx,10456.0,Rachel Gill,NY,7185083156,,Thursday  10am-4pm,July 9-November 19,M,N,N,N,Y,40.83256,-73.9192
317,TaSH Farmers' Market,Patriots Park Route 9,Sleepy Hollow,10591.0,Linda Eder,NY,9144717437,http://www.tashfarmersmarket.org,Saturday  8:30am-2pm,May 23-November 21,P/M,Y,Y,N,Y,41.08525,-73.85924
318,Dave's Veggies Farm Market,5178 NY-41,Homer,13077.0,David Root,NY,6077494955,http://www.facebook.com/daves.veggies,Daily  12pm-6pm,May 10-October 31,P/M,Y,Y,N,Y,42.659118,-76.20304200000001
319,Hornell Farmers' Market,1 Steuben Sq,Hornell,14843.0,Valorie Whitehall,NY,6073249786,http://www.facebook.com/hornellfarmersmarket,Saturday 10am-7pm,May 30-September 26,P/M,Y,N,N,Y,42.32902,-77.66062
320,Altamont Orchards Farm Stand,6654 Dunnsville Road,Altamont,12009.0,Jim Abbruzzese,NY,5188616515,http://www.altamontorchards.com,"Daily  9:30am-5pm, hours change Nov 28",Sept 4-December 24,M/X,Y,N,N,Y,42.722559999999994,-74.01493
321,Painted Post Farmers' Market,277 Steuben Street,Painted Post,14870.0,Cathy Halm,NY,6075278730,http://www.facebook.com/PaintedPostFarmersMarket/,Saturday  10am-2pm,May 2-October 31,P/M,Y,N,N,Y,42.16134,-77.0919
322,Curbside Market-DePaul Ridgeview,109 Marburger Street,Rochester,14621.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 4:15pm-5:15pm,July 8-December 16,M/X,Y,Y,N,Y,43.19375,-77.6078
323,MAP Mobile Market-Hispanics United,254 Virginia St.,Buffalo,14201.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Thursday 11am-1pm,June 19-December 31,M/X,Y,Y,N,Y,42.89508,-78.88197
324,Urban Oasis Farmers' Market,681 Clarkson Ave,Brooklyn,11203.0,Michelle Almonte,NY,7182217132,,Wed  2pm-5:30pm,June 26-November 4,M,Y,N,N,Y,40.656209999999994,-73.93741
325,The Old Farm Market Farm Stand,80 Gates Greece Townline Rd,Rochester,14606.0,Brook DeConinck,NY,5853634785,https://www.facebook.com/OldFarmMarket/,"Mon-Fri 10am-5pm, Sat/Sun 9am-2pm",July 1-October 1,M,Y,N,N,Y,43.179359999999996,-77.7086
326,Stoneledge Farm Stand,145 Garcia Lane,Leeds,12451.0,Candice Kavakos,NY,5182429286,http://www.stoneledge.farm,Sat/Sun 9am-3pm,June 6-October 11,M,Y,N,N,Y,42.27878,-73.95215999999999
327,Cypress Hills  GrowNYC Farm Stand,Fulton St. and Logan St.,Brooklyn,11208.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Friday  10am-5pm,July 17-November 20,M,Y,Y,N,Y,40.68206,-73.87788
328,Norwich Farmers' Market,North Broad St. and Main St.,Norwich,13815.0,Sandy Pierce,NY,6073344928,http://www.facebook.com/NorwichNYFarmersMarket,Wednesday  10am-2pm,Year-round,YR,Y,Y,N,Y,42.53055,-75.52365
329,Domino Park Greenmarket,15 River St,Brooklyn,11211.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org,Sunday 9am-3pm,July 12-November 22,M,Y,N,N,Y,40.71655,-73.96656
330,Narrowsburg Farmers Market,7 Eric Ave,Narrowsburg,12764.0,Greg Swartz,NY,5709820050,,Saturday 10am-1pm,May 16-October 31,M,Y,N,N,Y,41.6052,-75.06393
331,Arlington Farmers' Market,123 Raymond Ave,Poughkeepsie,12603.0,Bob Legacy,NY,8454712863,http://www.arlingtonhasit.org,Thursday  3pm-7pm,May 28-November 19,P/M,Y,N,N,Y,41.68187,-73.89636
332,Belmont Farmers' Market,5429 NYS Route 19 N,Belmont,14813.0,Debra Wagoner,NY,5856108836,,Thursday  11am-5pm,June 4-October 8,P/M,Y,N,N,Y,42.2356,-78.05212
333,Hattie Carthan Community Farmers' Market,365 Clifton Pl,Brooklyn,11216.0,David Greaves,NY,2125617327,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 11-November 21,M,Y,Y,N,Y,40.68965,-73.94879
334,The Apple Shed Farm Stand,3391 Fairville Maple Ridge Rd,Newark,14513.0,Barbara Wells,NY,3153316294,http://www.theappleshed.com,Daily 9am-5pm,June 12-December 22,M/X,Y,N,N,Y,43.129670000000004,-77.09774
335,The Gade Farm Farm Stand,2479 Western Avenue,Altamont,12009.0,Amy Castillo,NY,5188698019,http://www.gadefarm.com,"Sunday  9am-5pm, Mon-Sat 9am-6pm",March 20-December 24,P/M/X,Y,N,N,Y,42.71055,-73.92593000000001
336,Hempstead Community Farm Stand,99 Nichols Court,Hempstead,11550.0,Jacob Dixon,NY,5165442955,http://www.choiceforall.org,Saturday  11am-4pm,Sept 5-October 24,M,Y,Y,N,Y,40.71148,-73.62850999999999
337,Brighton WINTER Farmers' Market,220 Idlewood Road,Rochester,14618.0,Sue Gardner-Smith,NY,5852698918,http://www.brightonfarmersmarket.org,Sunday  1pm-4pm,"Dec 6-May 2, 2021",X/W/P,N,Y,N,Y,43.11275,-77.56809
338,Clinton Bailey Wed Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,Wednesday 7am-6pm,May 1-October 31,P/M,N,Y,N,Y,42.87206,-78.81997
339,Harvest Home Mt. Eden Farmers' Market,Mt Eden Pkwy and Morris Ave,Bronx,10457.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Tue/Thu  8am-4pm,June 9-November 24,M,Y,Y,N,Y,40.84305,-73.90947
340,East New York Farmers' Market I,613 New Lots Ave,Brooklyn,11207.0,Ana Aguirre,NY,7186497979,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 27-November 14,M,Y,Y,N,Y,40.6647,-73.88659
341,Share the Bounty Farm Stand,3360 Route 343,Amenia,12501.0,Edward Frederick,NY,8452067526,,Tuesday  9am-1pm,June 30-October 30,M,Y,N,N,Y,41.85035,-73.55065
342,Graham Avenue Farmers' Market,Graham Ave and Cook St,Brooklyn,11206.0,Betty Cooney,NY,7183876643,http://www.grahamavenuebid.net,Saturday  9am-5pm,July 11-October 31,M,Y,Y,N,Y,40.70235,-73.94238
343,Auburn Tue Farmers' Co-op Market,96 State Street,Auburn,13021.0,Mark Soper,NY,3157048609,http://www.auburnfarmerscoopmarketinc.com,Tue 7am-2pm,June 2-October 27,M,Y,Y,N,Y,42.93401,-76.57007
344,Newfane Methodist Farmers' Market,2699 Main St.,Newfane,14108.0,Amy Luckman,NY,7167787011,,Wed  4:30pm-7pm,July 1-October 14,M,Y,N,N,Y,43.28365,-78.70879000000001
345,Veggie Van MM-Carolyn's House YWCA,542 6th,Niagara Falls,14301.0,Jen Regan,NY,7162990905,,Thursday 1pm-2pm,June 1-October 31,M,Y,Y,N,Y,43.092240000000004,-79.05563000000001
346,Brownsville Pitkin  GrowNYC Farm Stand,Pitkin Avenue and Thomas Boyland Street,Brooklyn,11212.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  9am-2pm,July 18-November 21,M,Y,Y,N,Y,40.669259999999994,-73.91356
347,Millerton Farmers' Market,6 Dutchess Ave.,Millerton,12546.0,Christine Sergent,NY,5187894259,http://www.millertonfarmersmarket.org/,Saturday 10am-2pm,Year-round,YR,Y,Y,N,Y,41.9543,-73.50976999999999
348,Abingdon Square Greenmarket,Hudson St and W 12 St,New York,10014.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Saturday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.73755,-74.00568
349,Painted Post WINTER Market,227 Steuben Street,Painted Post,14870.0,Cathy Halm,NY,6075278730,http://www.facebook.com/paintedpostfarmersmarket,1st and 3rd Sat  11am-3pm,"November 2-March 21,2020",M/X/W/P,N,N,N,Y,42.16067,-77.09283
350,Martin's Farm Fresh Farm Stand,820 State Route 66,Hudson,12534.0,Hannah Martin,NY,5188288781,,Mon-Sat  9am-5pm,June 1-November 1,M,Y,N,N,Y,42.273179999999996,-73.72225999999999
351,Bowman Orchards Farm Stand,141 Sugarhill Road,Rexford,12148.0,Kevin Bowman,NY,5183712042,http://www.bowmanorchards.com,Daily 9am-5pm,May 1-December 23,P/M/X,Y,N,N,Y,42.81576,-73.83953000000001
